depth;maxdim;rect_distances;potential
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;873;507;0
4;873;490;0
4;873;521;0
4;873;521;0
4;873;521;0
4;873;490;0
4;873;538;0
4;873;441;0
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;873;441;0
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;812;477;71
4;812;470;71
4;873;438;45
4;873;486;45
4;873;479;45
4;873;438;0
4;873;438;0
4;873;491;0
4;873;491;0
4;873;410;0
4;873;490;0
4;873;410;0
4;873;410;0
4;858;394;15
3;873;394;0
3;873;313;0
3;873;393;0
3;873;313;0
3;873;313;0
3;873;438;0
3;873;410;0
4;812;559;0
4;873;508;0
4;873;491;0
4;873;522;0
4;873;522;0
4;873;522;0
4;873;491;0
4;873;441;0
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;873;507;0
4;873;490;0
4;873;521;0
4;873;521;0
4;873;521;0
4;873;490;0
4;873;538;0
4;873;441;0
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;873;441;0
4;873;427;0
4;873;410;0
4;873;438;0
4;873;438;0
4;873;438;0
4;873;410;0
4;812;477;71
4;812;470;71
4;873;438;61
4;873;486;61
4;873;479;61
4;873;438;0
4;873;438;0
4;873;491;0
4;873;491;0
4;873;410;0
4;873;490;0
4;873;410;0
4;873;410;0
4;858;394;15
2;812;313;0
2;812;313;0
2;812;313;0
2;812;297;0
2;873;294;0
2;873;294;0
2;873;294;0
3;762;416;0
3;776;362;0
3;776;341;0
3;776;362;0
3;812;313;0
3;812;313;0
3;873;406;0
4;964;385;0
4;762;402;0
4;762;402;0
4;762;416;0
4;791;481;0
4;791;481;0
4;791;481;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;341;0
4;776;341;0
4;776;424;0
4;776;438;0
4;791;469;0
4;791;469;0
4;791;469;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;812;572;0
4;873;520;0
4;873;503;0
4;873;534;0
4;873;534;0
4;873;534;0
4;873;503;0
3;762;416;0
3;776;362;0
3;776;341;0
3;776;362;0
3;812;313;0
3;812;313;0
3;873;406;0
4;964;385;0
4;762;402;0
4;762;402;0
4;762;416;0
4;791;481;0
4;791;481;0
4;791;481;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;341;0
4;776;341;0
4;776;424;0
4;776;438;0
4;791;469;0
4;791;469;0
4;791;469;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;812;572;0
4;873;520;0
4;873;503;0
4;873;534;0
4;873;534;0
4;873;534;0
4;873;503;0
3;800;393;0
3;776;314;0
3;776;357;0
3;776;362;0
3;873;374;0
3;848;441;0
3;812;313;0
4;800;515;0
4;800;393;0
4;800;393;0
4;800;490;0
4;800;521;0
4;800;521;0
4;800;521;0
4;812;314;0
4;776;314;0
4;776;314;0
4;776;397;0
4;791;442;0
4;791;442;0
4;791;442;0
4;776;357;0
4;776;357;0
4;776;440;0
4;776;454;0
4;791;485;0
4;791;485;0
4;791;485;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;873;455;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;374;0
4;873;374;0
4;848;489;0
4;848;489;0
4;848;468;0
4;873;502;0
4;848;566;0
4;848;566;0
4;848;566;0
4;800;393;0
4;800;393;0
4;812;313;0
4;776;362;0
4;873;374;0
4;812;495;0
4;812;441;0
3;776;378;0
3;776;378;0
3;776;378;0
3;800;393;0
3;873;358;0
3;873;358;0
3;812;422;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;800;515;0
4;800;393;0
4;800;393;0
4;800;490;0
4;800;490;0
4;800;521;0
4;800;521;0
4;873;486;0
4;873;472;0
4;873;455;0
4;873;483;0
4;873;483;0
4;873;483;0
4;873;455;0
4;873;486;0
4;873;472;0
4;873;455;0
4;873;483;0
4;873;483;0
4;873;483;0
4;873;455;0
4;791;554;0
4;800;538;0
4;800;538;0
4;800;538;0
4;873;483;0
4;873;483;0
4;873;483;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
2;812;313;0
2;812;313;0
2;812;313;0
2;812;297;0
2;873;294;0
2;873;294;0
2;873;294;0
3;762;416;0
3;776;362;0
3;776;341;0
3;776;362;0
3;812;313;0
3;812;313;0
3;873;406;0
4;964;385;0
4;762;402;0
4;762;402;0
4;762;416;0
4;791;481;0
4;791;481;0
4;791;481;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;341;0
4;776;341;0
4;776;424;0
4;776;438;0
4;791;469;0
4;791;469;0
4;791;469;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;812;572;0
4;873;520;0
4;873;503;0
4;873;534;0
4;873;534;0
4;873;534;0
4;873;503;0
3;762;416;0
3;776;362;0
3;776;341;0
3;776;362;0
3;812;313;0
3;812;313;0
3;873;406;0
4;964;385;0
4;762;402;0
4;762;402;0
4;762;416;0
4;791;481;0
4;791;481;0
4;791;481;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;341;0
4;776;341;0
4;776;424;0
4;776;438;0
4;791;469;0
4;791;469;0
4;791;469;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;776;348;0
4;776;362;0
4;776;341;0
4;812;441;0
4;812;441;0
4;812;441;0
4;812;410;0
4;812;572;0
4;873;520;0
4;873;503;0
4;873;534;0
4;873;534;0
4;873;534;0
4;873;503;0
3;800;393;0
3;776;314;0
3;776;357;0
3;776;362;0
3;873;374;0
3;848;441;0
3;812;313;0
4;800;515;0
4;800;393;0
4;800;393;0
4;800;490;0
4;800;521;0
4;800;521;0
4;800;521;0
4;812;314;0
4;776;314;0
4;776;314;0
4;776;397;0
4;791;442;0
4;791;442;0
4;791;442;0
4;776;357;0
4;776;357;0
4;776;440;0
4;776;454;0
4;791;485;0
4;791;485;0
4;791;485;0
4;776;362;0
4;776;362;0
4;776;445;0
4;776;459;0
4;791;490;0
4;791;490;0
4;791;490;0
4;873;455;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;374;0
4;873;374;0
4;848;489;0
4;848;489;0
4;848;468;0
4;873;502;0
4;848;566;0
4;848;566;0
4;848;566;0
4;800;393;0
4;800;393;0
4;812;313;0
4;776;362;0
4;873;374;0
4;812;495;0
4;812;441;0
3;776;378;0
3;776;378;0
3;776;378;0
3;800;393;0
3;873;358;0
3;873;358;0
3;812;422;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;776;378;0
4;776;378;0
4;776;461;0
4;776;475;0
4;791;506;0
4;791;506;0
4;791;506;0
4;800;515;0
4;800;393;0
4;800;393;0
4;800;490;0
4;800;490;0
4;800;521;0
4;800;521;0
4;873;486;0
4;873;472;0
4;873;455;0
4;873;483;0
4;873;483;0
4;873;483;0
4;873;455;0
4;873;486;0
4;873;472;0
4;873;455;0
4;873;483;0
4;873;483;0
4;873;483;0
4;873;455;0
4;791;554;0
4;800;538;0
4;800;538;0
4;800;538;0
4;873;483;0
4;873;483;0
4;873;483;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
3;873;375;0
3;873;294;0
3;873;374;0
3;873;294;0
3;873;294;0
3;873;419;0
3;873;419;0
4;812;540;0
4;873;489;0
4;873;472;0
4;873;503;0
4;873;503;0
4;873;503;0
4;873;472;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;488;0
4;873;471;0
4;873;502;0
4;873;502;0
4;873;502;0
4;873;471;0
4;873;519;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;873;422;0
4;873;408;0
4;873;391;0
4;873;419;0
4;873;419;0
4;873;419;0
4;873;391;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
4;812;506;54
4;812;474;54
4;812;362;54
4;812;458;54
4;812;451;54
4;873;419;0
4;873;419;0
2;894;247;0
2;894;247;0
2;894;246;0
2;894;246;0
2;894;246;0
2;894;230;0
2;894;278;0
3;894;374;0
3;894;374;0
3;894;247;0
3;894;247;0
3;894;247;0
3;894;375;0
3;894;375;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;812;459;29
4;812;452;29
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;812;459;29
4;812;452;29
4;894;375;0
4;894;375;0
3;894;374;0
3;894;374;0
3;894;247;0
3;894;247;0
3;894;247;0
3;894;375;0
3;894;375;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;812;459;29
4;812;452;29
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;812;459;29
4;812;452;29
4;894;375;0
4;894;375;0
3;894;374;0
3;894;374;0
3;894;374;0
3;894;246;0
3;894;246;0
3;894;374;0
3;894;374;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;360;0
4;894;360;0
4;894;358;0
4;894;358;0
4;894;343;0
4;894;374;0
4;894;374;0
4;894;360;0
4;894;360;0
4;894;358;0
4;894;358;0
4;894;343;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;812;417;29
4;894;483;0
4;894;483;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;812;417;29
4;894;483;0
4;894;483;0
4;894;374;0
4;894;374;0
3;894;374;0
3;894;374;0
3;894;374;0
3;894;246;0
3;894;246;0
3;894;374;0
3;894;374;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;360;0
4;894;360;0
4;894;358;0
4;894;358;0
4;894;343;0
4;894;374;0
4;894;374;0
4;894;360;0
4;894;360;0
4;894;358;0
4;894;358;0
4;894;343;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;812;417;29
4;894;483;0
4;894;483;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;812;417;29
4;894;483;0
4;894;483;0
4;894;374;0
4;894;374;0
3;894;327;0
3;894;374;0
3;894;374;0
3;894;374;0
3;894;374;0
3;894;246;0
3;894;374;0
4;894;441;0
4;894;441;0
4;894;439;0
4;894;439;0
4;894;455;0
4;894;455;0
4;894;424;0
4;894;488;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;488;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
4;894;499;0
4;894;499;0
4;894;360;0
4;894;360;0
4;894;358;0
4;894;358;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;374;0
4;894;483;0
4;894;483;0
4;894;483;0
4;894;483;0
4;894;374;0
3;894;344;0
3;894;342;0
3;894;342;0
3;894;355;0
3;894;355;0
3;894;355;0
3;894;355;0
4;894;344;1
4;812;320;29
4;894;344;0
4;894;344;0
4;894;344;0
4;894;344;0
4;894;344;0
4;812;319;29
4;894;342;0
4;894;342;0
4;894;342;0
4;894;342;0
4;914;407;0
4;914;407;0
4;812;319;29
4;894;342;0
4;894;342;0
4;894;342;0
4;894;342;0
4;914;407;0
4;914;407;0
4;812;456;26
4;812;429;26
4;812;346;26
4;812;346;26
4;812;346;26
4;812;458;26
4;894;451;45
4;812;456;26
4;812;429;26
4;812;346;26
4;812;346;26
4;812;346;26
4;812;458;26
4;894;451;45
4;812;456;26
4;812;429;26
4;812;346;26
4;812;346;26
4;812;346;26
4;812;458;26
4;894;451;45
4;812;456;26
4;812;429;26
4;812;346;26
4;812;346;26
4;812;346;26
4;812;458;26
4;894;451;45
3;894;358;0
3;894;358;0
3;894;342;0
3;914;343;0
3;914;343;0
3;914;343;0
3;914;343;0
4;894;358;0
4;894;358;0
4;894;358;0
4;914;423;0
4;914;423;0
4;914;423;0
4;914;423;0
4;894;358;0
4;894;358;0
4;894;358;0
4;914;423;0
4;914;423;0
4;914;423;0
4;914;423;0
4;812;319;29
4;894;342;0
4;894;342;0
4;894;342;0
4;894;342;0
4;914;407;0
4;914;407;0
4;914;343;16
4;914;343;16
4;914;423;0
4;914;428;0
4;914;423;0
4;951;167;0
4;951;167;0
4;914;343;16
4;914;343;16
4;914;423;0
4;914;428;0
4;914;423;0
4;951;167;0
4;951;167;0
4;914;343;16
4;914;343;16
4;914;423;0
4;914;428;0
4;914;423;0
4;951;167;0
4;951;167;0
4;914;343;16
4;914;343;16
4;914;423;0
4;914;428;0
4;914;423;0
4;951;167;0
4;951;167;0
2;894;247;0
2;894;247;0
2;894;246;0
2;894;246;0
2;894;246;0
2;894;230;0
2;894;278;0
3;894;374;0
3;894;374;0
3;894;247;0
3;894;247;0
3;894;247;0
3;894;375;0
3;894;375;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;833;443;29
4;833;436;29
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;833;443;29
4;833;436;29
4;894;375;0
4;894;375;0
3;894;374;0
3;894;374;0
3;894;247;0
3;894;247;0
3;894;247;0
3;894;375;0
3;894;375;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;486;0
4;894;486;0
4;894;471;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;500;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;361;0
4;894;361;0
4;894;359;0
4;894;359;0
4;894;344;0
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;833;443;29
4;833;436;29
4;894;375;0
4;894;375;0
4;894;375;0
4;894;375;0
4;833;401;29
4;833;443;29
4;833;436;29
4;894;375;0
4;894;375;0
3;894;374;0
3;894;374;0
3;894;374;0
3;894;246;0
3;894;246;0
3;894;374;0
3;894;374;0
4;894;488;0
4;894;488;0
4;894;486;0
4;894;486;0
4;894;499;0
